Nombre Producto - Grupo,packaging_unitName,productId,name,variant_features_0_value,description,pricePerUnit,dimensions_weight,dimensions_weightUnit,dimensions_length,dimensions_lengthUnit,dimensions_width,dimensions_widthUnit,dimensions_height,dimensions_heightUnit,dimensions_volume,dimensions_volumeUnit,constraints_minUnit,constraints_stepSize,packaging_unit,packaging_packageName,packaging_packageUnit,packaging_amountPerPackage,packaging_boxName,packaging_boxUnit,packaging_amountPerBox,packaging_palletName,packaging_palletUnit,packaging_amountPerPallet
ESMALTE AL AGUA COPPER,Galon,PCA960ECOPNE1,ESMALTE AL AGUA COPPER NEGRO,NEGRO,"Esmalte al Agua Satinado con cobre antimicrobiano, rendimiento de 30 a 35 m² por galon con una mano, seca al tacto en 2 a 3 horas, repintado desde 4 horas, alta resistencia al lavado y desinfectantes, ideal para paredes y cielos interiores, contiene agente bacteriostatico, libre de metales pesados, estabilidad de 36 meses en envase cerrado, recomendado para espacios que requieren higiene y proteccion prolongada.",17120,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144
ESMALTE AL AGUA COPPER,Galon,PCA960ECOPPI1,ESMALTE AL AGUA COPPER PISTACHO,PISTACHO,"Esmalte al Agua Satinado con cobre antimicrobiano, rendimiento de 30 a 35 m² por galon con una mano, seca al tacto en 2 a 3 horas, repintado desde 4 horas, alta resistencia al lavado y desinfectantes, ideal para paredes y cielos interiores, contiene agente bacteriostatico, libre de metales pesados, estabilidad de 36 meses en envase cerrado, recomendado para espacios que requieren higiene y proteccion prolongada.",17120,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144
ESMALTE AL AGUA COPPER,Galon,PCA960ECOPRC1,ESMALTE AL AGUA COPPER ROJO COLONIAL,ROJO COLONIAL,"Esmalte al Agua Satinado con cobre antimicrobiano, rendimiento de 30 a 35 m² por galon con una mano, seca al tacto en 2 a 3 horas, repintado desde 4 horas, alta resistencia al lavado y desinfectantes, ideal para paredes y cielos interiores, contiene agente bacteriostatico, libre de metales pesados, estabilidad de 36 meses en envase cerrado, recomendado para espacios que requieren higiene y proteccion prolongada.",17120,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144
ESMALTE AL AGUA COPPER,Galon,PCA960ECOPRJ1,ESMALTE AL AGUA COPPER ROJO JAPON,ROJO JAPON,"Esmalte al Agua Satinado con cobre antimicrobiano, rendimiento de 30 a 35 m² por galon con una mano, seca al tacto en 2 a 3 horas, repintado desde 4 horas, alta resistencia al lavado y desinfectantes, ideal para paredes y cielos interiores, contiene agente bacteriostatico, libre de metales pesados, estabilidad de 36 meses en envase cerrado, recomendado para espacios que requieren higiene y proteccion prolongada.",17120,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144
ESMALTE AL AGUA COPPER,Galon,PCA960ECOPRT1,ESMALTE AL AGUA COPPER ROSADO TULIPAN,ROSADO TULIPAN,"Esmalte al Agua Satinado con cobre antimicrobiano, rendimiento de 30 a 35 m² por galon con una mano, seca al tacto en 2 a 3 horas, repintado desde 4 horas, alta resistencia al lavado y desinfectantes, ideal para paredes y cielos interiores, contiene agente bacteriostatico, libre de metales pesados, estabilidad de 36 meses en envase cerrado, recomendado para espacios que requieren higiene y proteccion prolongada.",17120,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144
ESMALTE AL AGUA COPPER,Galon,PCA960ECOPSM1,ESMALTE AL AGUA COPPER SUR MAGICO,SUR MAGICO,"Esmalte al Agua Satinado con cobre antimicrobiano, rendimiento de 30 a 35 m² por galon con una mano, seca al tacto en 2 a 3 horas, repintado desde 4 horas, alta resistencia al lavado y desinfectantes, ideal para paredes y cielos interiores, contiene agente bacteriostatico, libre de metales pesados, estabilidad de 36 meses en envase cerrado, recomendado para espacios que requieren higiene y proteccion prolongada.",17120,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144
ESMALTE AL AGUA COPPER,Galon,PCA960ECOPTC1,ESMALTE AL AGUA COPPER TOQUE CREATIVO,TOQUE CREATIVO,"Esmalte al Agua Satinado con cobre antimicrobiano, rendimiento de 30 a 35 m² por galon con una mano, seca al tacto en 2 a 3 horas, repintado desde 4 horas, alta resistencia al lavado y desinfectantes, ideal para paredes y cielos interiores, contiene agente bacteriostatico, libre de metales pesados, estabilidad de 36 meses en envase cerrado, recomendado para espacios que requieren higiene y proteccion prolongada.",17120,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144
ESMALTE AL AGUA COPPER,Galon,PCA960EXOPAR1,ESMALTE AL AGUA COPPER AMARILLO REY,AMARILLO REY,"Esmalte al Agua Satinado con cobre antimicrobiano, rendimiento de 30 a 35 m² por galon con una mano, seca al tacto en 2 a 3 horas, repintado desde 4 horas, alta resistencia al lavado y desinfectantes, ideal para paredes y cielos interiores, contiene agente bacteriostatico, libre de metales pesados, estabilidad de 36 meses en envase cerrado, recomendado para espacios que requieren higiene y proteccion prolongada.",17120,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144
ROLLO MALLA FIBRA VIDRIO,Unidad,EIFS001,ROLLO MALLA FIBRA VIDRIO 50 M2 135MM,,"Refuerzo de fibra diseñado para sistemas EIFS y revestimientos, aporta resistencia estructural, evita fisuras y mejora la durabilidad de los muros.",26150,7,kg,20,cm,20,cm,100,cm,40000,cm³,1,1,Un,Pack,PCK,10,,,,,,
ESQUINERO EIFS ,Unidad,EIFS002,ESQUINERO EIFS 2.5M,,"Perfil rígido para terminaciones en ángulos, ideal para reforzar esquinas y entregar un acabado limpio y duradero en sistemas de revestimiento.",1490,17,grs,30,cm,4,cm,250,cm,30000,cm³,1,1,Un,Pack,PCK,10,,,,,,
ESMALTE SINTETICO,Balde 4 Galones,PCA923BLAN056,ESMALTE SINTETICO SECAFAST,BLANCO,"Esmalte de secado rápido en base solvente, formulado para brindar alta adherencia y resistencia, recomendado para superficies metálicas y de madera en ambientes exigentes.",83454,25,kg,31,cm,31,cm,30,cm,29.01,cm³,1,1,BD4,Display,DIS,1,Medio Pallet,MPA,18,Pallet,PAL,36
PIGMENTOS,Unidad,RCM0020111,B- NEGRO,,"Concentrados tintométricos están formulados con pigmentos de alta calidad y estabilidad, diseñados para sistemas de dosificación en máquina tintométrica. Su elevada concentración asegura máxima fuerza tintórea, rendimiento uniforme y compatibilidad con pinturas base agua y base solvente. Cada tono ha sido desarrollado para ofrecer colores intensos, duraderos y precisos, garantizando acabados consistentes en aplicaciones decorativas e industriales.",11115,1.50,kg,17,cm,17,cm,28.5,cm,8242,cm³,4,4,UN,Caja,CAJ,4,,,,,,
PIGMENTOS,Unidad,RCM0020100,KX- BLANCO,,"Concentrados tintométricos están formulados con pigmentos de alta calidad y estabilidad, diseñados para sistemas de dosificación en máquina tintométrica. Su elevada concentración asegura máxima fuerza tintórea, rendimiento uniforme y compatibilidad con pinturas base agua y base solvente. Cada tono ha sido desarrollado para ofrecer colores intensos, duraderos y precisos, garantizando acabados consistentes en aplicaciones decorativas e industriales.",21209,1.88,kg,17,cm,17,cm,28.5,cm,8242,cm³,4,4,UN,Caja,CAJ,4,,,,,,
PIGMENTOS,Unidad,RCM0020103,C - AMARILLO OXIDO,,"Concentrados tintométricos están formulados con pigmentos de alta calidad y estabilidad, diseñados para sistemas de dosificación en máquina tintométrica. Su elevada concentración asegura máxima fuerza tintórea, rendimiento uniforme y compatibilidad con pinturas base agua y base solvente. Cada tono ha sido desarrollado para ofrecer colores intensos, duraderos y precisos, garantizando acabados consistentes en aplicaciones decorativas e industriales.",13620,1.75,kg,17,cm,17,cm,28.5,cm,8242,cm³,4,4,UN,Caja,CAJ,4,,,,,,
PIGMENTOS,Unidad,RCM0020108,F - ROJO OXIDO,,"Concentrados tintométricos están formulados con pigmentos de alta calidad y estabilidad, diseñados para sistemas de dosificación en máquina tintométrica. Su elevada concentración asegura máxima fuerza tintórea, rendimiento uniforme y compatibilidad con pinturas base agua y base solvente. Cada tono ha sido desarrollado para ofrecer colores intensos, duraderos y precisos, garantizando acabados consistentes en aplicaciones decorativas e industriales.",20600,1.88,kg,17,cm,17,cm,28.5,cm,8242,cm³,4,4,UN,Caja,CAJ,4,,,,,,
PIGMENTOS,Unidad,RCM0020105,AXX - AMARILLO VERDOSO,,"Concentrados tintométricos están formulados con pigmentos de alta calidad y estabilidad, diseñados para sistemas de dosificación en máquina tintométrica. Su elevada concentración asegura máxima fuerza tintórea, rendimiento uniforme y compatibilidad con pinturas base agua y base solvente. Cada tono ha sido desarrollado para ofrecer colores intensos, duraderos y precisos, garantizando acabados consistentes en aplicaciones decorativas e industriales.",23600,1.38,kg,17,cm,17,cm,28.5,cm,8242,cm³,4,4,UN,Caja,CAJ,4,,,,,,
PIGMENTOS,Unidad,RCM0020107,E - AZUL,,"Concentrados tintométricos están formulados con pigmentos de alta calidad y estabilidad, diseñados para sistemas de dosificación en máquina tintométrica. Su elevada concentración asegura máxima fuerza tintórea, rendimiento uniforme y compatibilidad con pinturas base agua y base solvente. Cada tono ha sido desarrollado para ofrecer colores intensos, duraderos y precisos, garantizando acabados consistentes en aplicaciones decorativas e industriales.",13253,1.38,kg,17,cm,17,cm,28.5,cm,8242,cm³,4,4,UN,Caja,CAJ,4,,,,,,
PIGMENTOS,Unidad,RCM0020104,T- AMARILLO CLARO,,"Concentrados tintométricos están formulados con pigmentos de alta calidad y estabilidad, diseñados para sistemas de dosificación en máquina tintométrica. Su elevada concentración asegura máxima fuerza tintórea, rendimiento uniforme y compatibilidad con pinturas base agua y base solvente. Cada tono ha sido desarrollado para ofrecer colores intensos, duraderos y precisos, garantizando acabados consistentes en aplicaciones decorativas e industriales.",33587,1.25,kg,17,cm,17,cm,28.5,cm,8242,cm³,4,4,UN,Caja,CAJ,4,,,,,,
PIGMENTOS,Unidad,RCM0020101,V - MAGENTA,,"Concentrados tintométricos están formulados con pigmentos de alta calidad y estabilidad, diseñados para sistemas de dosificación en máquina tintométrica. Su elevada concentración asegura máxima fuerza tintórea, rendimiento uniforme y compatibilidad con pinturas base agua y base solvente. Cada tono ha sido desarrollado para ofrecer colores intensos, duraderos y precisos, garantizando acabados consistentes en aplicaciones decorativas e industriales.",37000,1.25,kg,17,cm,17,cm,28.5,cm,8242,cm³,4,4,UN,Caja,CAJ,4,,,,,,
PIGMENTOS,Unidad,RCM0020102,R - ROJO ,,"Concentrados tintométricos están formulados con pigmentos de alta calidad y estabilidad, diseñados para sistemas de dosificación en máquina tintométrica. Su elevada concentración asegura máxima fuerza tintórea, rendimiento uniforme y compatibilidad con pinturas base agua y base solvente. Cada tono ha sido desarrollado para ofrecer colores intensos, duraderos y precisos, garantizando acabados consistentes en aplicaciones decorativas e industriales.",26425,1.38,kg,17,cm,17,cm,28.5,cm,8242,cm³,4,4,UN,Caja,CAJ,4,,,,,,
PIGMENTOS,Unidad,RCM0020109,I - MARRON,,"Concentrados tintométricos están formulados con pigmentos de alta calidad y estabilidad, diseñados para sistemas de dosificación en máquina tintométrica. Su elevada concentración asegura máxima fuerza tintórea, rendimiento uniforme y compatibilidad con pinturas base agua y base solvente. Cada tono ha sido desarrollado para ofrecer colores intensos, duraderos y precisos, garantizando acabados consistentes en aplicaciones decorativas e industriales.",11115,1.38,kg,17,cm,17,cm,28.5,cm,8242,cm³,4,4,UN,Caja,CAJ,4,,,,,,
PIGMENTOS,Unidad,RCM0020110,L -  TIERRA SOMBRA,,"Concentrados tintométricos están formulados con pigmentos de alta calidad y estabilidad, diseñados para sistemas de dosificación en máquina tintométrica. Su elevada concentración asegura máxima fuerza tintórea, rendimiento uniforme y compatibilidad con pinturas base agua y base solvente. Cada tono ha sido desarrollado para ofrecer colores intensos, duraderos y precisos, garantizando acabados consistentes en aplicaciones decorativas e industriales.",12825,1.50,kg,17,cm,17,cm,28.5,cm,8242,cm³,4,4,UN,Caja,CAJ,4,,,,,,
PIGMENTOS,Unidad,RCM0020106,D- VERDE,,"Concentrados tintométricos están formulados con pigmentos de alta calidad y estabilidad, diseñados para sistemas de dosificación en máquina tintométrica. Su elevada concentración asegura máxima fuerza tintórea, rendimiento uniforme y compatibilidad con pinturas base agua y base solvente. Cada tono ha sido desarrollado para ofrecer colores intensos, duraderos y precisos, garantizando acabados consistentes en aplicaciones decorativas e industriales.",16219,1.25,kg,17,cm,17,cm,28.5,cm,8242,cm³,4,4,UN,Caja,CAJ,4,,,,,,
